fb_date,fb_month,fb_year,fb_isoweek,fb_isodow,fb_isoyear,fb_network,fb_channel_group,fb_sub_channel,fb_advertiser,fb_cost,fb_impressions,fb_clicks,fb_video_views,fb_post_comments,fb_post_likes,fb_post_reactions
2018-01-12,1,2018,2,4,2018,Facebook,Branded Search,,Tempur-Pedic,0.0,0,17,0.0,0.0,0.0,1.0
2018-02-03,2,2018,5,5,2018,Facebook,Branded Search,,Tempur-Pedic,600.35,42072,2632,0.0,36.0,25.0,2028.0
2017-05-04,5,2017,18,3,2017,Facebook,Remarketing,,Tempur-Pedic,8823.63,412472,2762,0.0,21.0,51.0,171.0
2017-10-26,10,2017,43,3,2017,Facebook,Remarketing,,Tempur-Pedic,7676.660000000002,327479,2186,0.0,13.0,45.0,214.0
2017-10-26,10,2017,43,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3922.819999999999,98368,1283,7.0,4.0,17.0,69.0
2017-05-03,5,2017,18,2,2017,Facebook,Acquisition,,Tempur-Pedic,11718.86,569708,3104,0.0,45.0,95.0,209.0
2018-06-27,6,2018,26,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,2983.4799999999996,118686,1372,1214.0,7.0,24.0,105.0
2018-03-03,3,2018,9,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,62461.009999999995,3853308,24882,0.0,105.0,258.0,1656.0
2017-07-20,7,2017,29,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,3665.3299999999995,67623,826,468.0,10.0,4.0,57.0
2018-02-02,2,2018,5,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,12250.180000000006,552859,3565,283.0,18.0,34.0,297.0
2017-07-08,7,2017,27,5,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2497.9000000000005,33022,651,0.0,2.0,0.0,35.0
2018-01-25,1,2018,4,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9911.339999999997,392740,3117,620.0,20.0,47.0,336.0
2018-03-01,2,2018,9,3,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,341.35,17224,135,0.0,1.0,1.0,5.0
2017-07-28,7,2017,30,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2231.6199999999994,49738,482,523.0,6.0,5.0,38.0
2018-06-02,6,2018,22,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,46592.00000000001,4032385,19015,0.0,70.0,107.0,1335.0
2017-10-01,9,2017,39,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,7628.830000000003,443916,3093,0.0,22.0,26.0,337.0
2018-02-08,2,2018,6,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,16382.430000000002,609095,7542,2443.0,26.0,75.0,375.0
2017-04-27,4,2017,17,3,2017,Instagram,Acquisition,,Tempur-Pedic,5079.01,328950,1025,0.0,14.0,0.0,1494.0
2017-08-16,8,2017,33,2,2017,Facebook,Acquisition,,Tempur-Pedic,11955.78,413020,1949,0.0,13.0,40.0,131.0
2017-11-01,10,2017,44,2,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4607.160000000001,129701,1453,103.0,5.0,18.0,57.0
2017-11-01,10,2017,44,2,2017,Facebook,Remarketing,,Tempur-Pedic,8835.950000000004,403286,2740,0.0,30.0,56.0,295.0
2018-02-23,2,2018,8,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,17050.9,1345044,7505,0.0,34.0,122.0,623.0
2017-02-27,2,2017,8,7,2017,Instagram,Remarketing,,Tempur-Pedic,73.64,4570,10,0.0,0.0,0.0,15.0
2017-10-07,10,2017,40,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,21500.510000000006,1197923,11392,0.0,93.0,222.0,687.0
2017-04-21,4,2017,16,4,2017,Instagram,Acquisition,,Tempur-Pedic,2774.13,183415,492,0.0,2.0,0.0,584.0
2017-05-23,5,2017,21,1,2017,Instagram,Remarketing,,Tempur-Pedic,1711.65,45036,319,0.0,0.0,0.0,92.0
2017-08-10,8,2017,32,3,2017,Facebook,Acquisition,,Tempur-Pedic,16137.609999999999,566240,3165,0.0,22.0,58.0,201.0
2017-01-27,1,2017,4,4,2017,Facebook,Acquisition,,Tempur-Pedic,1450.7799999999997,148006,1532,7143.0,13.0,4.0,71.0
2018-01-26,1,2018,4,4,2018,Facebook,Branded Search,,Tempur-Pedic,369.53000000000003,22042,2227,0.0,24.0,11.0,1830.0
2017-06-09,6,2017,23,4,2017,Facebook,Remarketing,,Tempur-Pedic,3306.669999999999,69216,1021,0.0,4.0,15.0,40.0
2017-10-21,10,2017,42,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,21538.950000000004,1088686,10785,0.0,80.0,203.0,1065.0
2017-10-04,10,2017,40,2,2017,Facebook,Remarketing,,Tempur-Pedic,4580.11,294086,1629,0.0,12.0,17.0,201.0
2017-10-12,10,2017,41,3,2017,Facebook,Remarketing,,Tempur-Pedic,4394.75,232615,1472,0.0,12.0,31.0,163.0
2018-06-13,6,2018,24,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,1848.8899999999999,73230,757,534.0,5.0,12.0,52.0
2018-01-17,1,2018,3,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,141.78,5454,41,,,,4.0
2017-06-16,6,2017,24,4,2017,Instagram,Acquisition,,Tempur-Pedic,649.64,30230,107,0.0,0.0,0.0,32.0
2017-10-29,10,2017,43,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,9783.91,493368,3292,0.0,24.0,85.0,361.0
2018-05-27,5,2018,21,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,219497.06000000008,16167480,87354,138592.0,369.0,628.0,6633.0
2018-05-23,5,2018,21,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,13448.760000000002,648280,4537,3153.0,31.0,37.0,281.0
2017-05-09,5,2017,19,1,2017,Instagram,Remarketing,,Tempur-Pedic,1420.97,69225,252,53.0,2.0,0.0,180.0
2018-06-07,6,2018,23,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,1964.15,84250,800,512.0,4.0,5.0,66.0
2017-10-24,10,2017,43,1,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4712.879999999999,111165,1699,0.0,13.0,27.0,81.0
2017-12-13,12,2017,50,2,2017,Facebook,Acquisition,,Tempur-Pedic,2381.09,119449,671,0.0,8.0,33.0,91.0
2017-10-15,10,2017,41,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,10771.42,708735,5151,0.0,33.0,125.0,468.0
2017-09-20,9,2017,38,2,2017,Facebook,Remarketing,,Tempur-Pedic,5812.4800000000005,272295,2992,0.0,33.0,41.0,382.0
2017-10-18,10,2017,42,2,2017,Facebook,Remarketing,,Tempur-Pedic,9421.78,369986,3129,0.0,32.0,44.0,346.0
2017-06-01,5,2017,22,3,2017,Facebook,Remarketing,,Tempur-Pedic,16489.529999999995,474790,3657,0.0,16.0,51.0,198.0
2017-06-29,6,2017,26,3,2017,Facebook,Acquisition,,Tempur-Pedic,5715.08,215340,1128,0.0,7.0,7.0,68.0
2017-06-02,6,2017,22,4,2017,Instagram,Acquisition,,Tempur-Pedic,51395.01000000001,2459832,10799,0.0,120.0,171.0,2244.0
2017-10-18,10,2017,42,2,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4830.9400000000005,110981,1448,0.0,15.0,27.0,69.0
2017-11-12,11,2017,45,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,45654.509999999995,2777733,22914,,108.0,241.0,1194.0
2017-11-04,11,2017,44,5,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,26356.479999999996,1669281,8544,93.0,56.0,132.0,1096.0
2017-12-28,12,2017,52,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,9268.630000000001,366372,4455,459.0,15.0,49.0,284.0
2018-03-17,3,2018,11,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,65703.54000000001,5047906,31014,8998.0,161.0,250.0,1820.0
2017-12-05,12,2017,49,1,2017,Facebook,Acquisition,,Tempur-Pedic,2423.3599999999997,223624,5342,0.0,4.0,8.0,53.0
2018-05-24,5,2018,21,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,15786.599999999995,695840,4894,3567.0,20.0,49.0,330.0
2018-05-30,5,2018,22,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,15741.519999999999,673419,4686,6574.0,25.0,31.0,345.0
2018-06-24,6,2018,25,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,5391.539999999999,322993,3349,0.0,15.0,26.0,321.0
2017-05-17,5,2017,20,2,2017,Instagram,Remarketing,Remarketing,Tempur-Pedic,356.93,5542,76,,,,21.0
2017-04-25,4,2017,17,1,2017,Instagram,Remarketing,,Tempur-Pedic,1174.4799999999998,54415,158,0.0,5.0,0.0,121.0
2017-09-28,9,2017,39,3,2017,Facebook,Remarketing,,Tempur-Pedic,1595.2400000000002,97343,744,0.0,7.0,12.0,115.0
2017-07-13,7,2017,28,3,2017,Facebook,Acquisition,,Tempur-Pedic,22302.950000000004,947592,4931,146.0,30.0,57.0,221.0
2017-07-19,7,2017,29,2,2017,Facebook,Acquisition,,Tempur-Pedic,15575.34,586752,3104,411.0,18.0,59.0,171.0
2017-07-07,7,2017,27,4,2017,Facebook,Acquisition,,Tempur-Pedic,20535.34,948641,3995,329.0,16.0,53.0,221.0
2017-06-28,6,2017,26,2,2017,Facebook,Acquisition,,Tempur-Pedic,5001.49,215856,1202,0.0,8.0,16.0,48.0
2017-11-02,11,2017,44,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,5466.33,140757,1660,131.0,6.0,32.0,90.0
2017-10-25,10,2017,43,2,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4195.04,100175,1340,0.0,8.0,21.0,73.0
2017-03-03,3,2017,9,4,2017,Facebook,Remarketing,,Tempur-Pedic,2123.27,53324,776,0.0,2.0,4.0,32.0
2017-02-23,2,2017,8,3,2017,Facebook,Remarketing,,Tempur-Pedic,2711.5299999999997,63154,920,0.0,5.0,0.0,42.0
2017-07-28,7,2017,30,4,2017,Instagram,Acquisition,,Tempur-Pedic,4467.900000000001,194771,1540,53.0,6.0,25.0,189.0
2017-10-16,10,2017,41,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,9832.57,721961,3961,0.0,24.0,114.0,360.0
2018-06-01,5,2018,22,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,24517.9,2332642,11092,0.0,58.0,89.0,907.0
2017-07-27,7,2017,30,3,2017,Facebook,Remarketing,,Tempur-Pedic,8054.46,195275,2342,0.0,21.0,52.0,181.0
2017-05-04,5,2017,18,3,2017,Facebook,Acquisition,,Tempur-Pedic,10230.560000000001,596770,3261,0.0,26.0,77.0,169.0
2017-08-23,8,2017,34,2,2017,Facebook,Remarketing,,Tempur-Pedic,13592.980000000005,363957,3593,0.0,32.0,55.0,259.0
2018-05-29,5,2018,22,1,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,18812.620000000006,810331,5735,9666.0,10.0,42.0,376.0
2017-06-29,6,2017,26,3,2017,Facebook,Remarketing,,Tempur-Pedic,4779.58,135592,1652,0.0,15.0,30.0,101.0
2018-01-31,1,2018,5,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,1298.3400000000001,60993,383,0.0,4.0,6.0,38.0
2018-01-23,1,2018,4,1,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,299.93000000000006,12524,130,0.0,1.0,3.0,25.0
2017-11-05,11,2017,44,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,27706.070000000003,1693701,9915,182.0,65.0,220.0,878.0
2017-11-13,11,2017,45,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,45613.81000000001,3180996,20380,,132.0,268.0,1204.0
2017-07-18,7,2017,29,1,2017,Facebook,Acquisition,,Tempur-Pedic,18444.239999999987,712690,3880,583.0,21.0,65.0,246.0
2017-04-24,4,2017,16,7,2017,Instagram,Remarketing,,Tempur-Pedic,1051.1,58218,166,0.0,4.0,0.0,119.0
2017-10-05,10,2017,40,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2139.8,46028,626,0.0,2.0,1.0,30.0
2018-03-17,3,2018,11,5,2018,Facebook,Branded Search,,Tempur-Pedic,1096.4099999999999,43984,1442,0.0,11.0,7.0,4208.0
2017-05-18,5,2017,20,3,2017,Instagram,Remarketing,Remarketing,Tempur-Pedic,443.75,6161,99,,,,23.0
2017-01-27,1,2017,4,4,2017,Facebook,Remarketing,,Tempur-Pedic,2088.25,55626,810,199.0,4.0,3.0,38.0
2017-07-27,7,2017,30,3,2017,Instagram,Acquisition,,Tempur-Pedic,2724.7499999999995,117535,1044,9.0,6.0,25.0,59.0
2017-11-02,11,2017,44,3,2017,Facebook,Remarketing,,Tempur-Pedic,9088.05,382753,2696,0.0,27.0,58.0,261.0
2017-04-04,4,2017,14,1,2017,Instagram,Remarketing,,Tempur-Pedic,152.5,7527,26,0.0,0.0,0.0,24.0
2018-05-29,5,2018,22,1,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,303.69,13767,78,0.0,1.0,1.0,4.0
2017-07-27,7,2017,30,3,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2188.0,56775,486,416.0,1.0,6.0,50.0
2018-02-16,2,2018,7,4,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,27834.399999999987,1124853,8600,3106.0,43.0,104.0,662.0
2017-03-15,3,2017,11,2,2017,Facebook,Remarketing,,Tempur-Pedic,2422.4500000000003,54978,860,0.0,3.0,2.0,33.0
2017-10-13,10,2017,41,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2331.2599999999998,48732,662,0.0,1.0,12.0,28.0
2017-07-04,7,2017,27,1,2017,Instagram,Remarketing,,Tempur-Pedic,419.96999999999997,9248,57,0.0,0.0,0.0,38.0
2017-03-04,3,2017,9,5,2017,Facebook,Remarketing,,Tempur-Pedic,2984.54,63733,1074,0.0,2.0,0.0,47.0
2017-07-07,7,2017,27,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,2300.2299999999996,32242,588,0.0,3.0,4.0,42.0
2018-05-05,5,2018,18,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,9133.220000000001,730337,4960,3947.0,29.0,59.0,257.0
2017-07-07,7,2017,27,4,2017,Facebook,Remarketing,,Tempur-Pedic,8322.18,200085,2311,0.0,23.0,37.0,132.0
2018-01-26,1,2018,4,4,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,18436.370000000003,1257855,8401,1371.0,73.0,85.0,799.0
2018-02-01,1,2018,5,3,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,1434.6499999999999,68297,422,0.0,5.0,5.0,36.0
2017-06-30,6,2017,26,4,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,224.15999999999997,5737,50,,1.0,1.0,2.0
2018-05-12,5,2018,19,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,70482.57999999999,5699646,38735,20773.0,233.0,205.0,2480.0
2018-01-24,1,2018,4,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,324.44,14072,127,0.0,1.0,2.0,15.0
2017-07-19,7,2017,29,2,2017,Facebook,Remarketing,Remarketing,Tempur-Pedic,4034.51,64433,805,554.0,6.0,3.0,65.0
2017-07-19,7,2017,29,2,2017,Facebook,Remarketing,,Tempur-Pedic,10243.27,245146,2767,0.0,20.0,63.0,217.0
2017-08-16,8,2017,33,2,2017,Instagram,Acquisition,,Tempur-Pedic,5202.050000000001,195215,850,0.0,6.0,10.0,182.0
2017-04-20,4,2017,16,3,2017,Instagram,Acquisition,,Tempur-Pedic,2119.4,145465,431,0.0,4.0,0.0,321.0
2017-02-24,2,2017,8,4,2017,Facebook,Remarketing,,Tempur-Pedic,2870.03,60367,962,0.0,2.0,2.0,43.0
2017-02-28,2,2017,9,1,2017,Instagram,Remarketing,,Tempur-Pedic,89.75,6458,16,0.0,2.0,0.0,20.0
2017-03-09,3,2017,10,3,2017,Facebook,Acquisition,,Tempur-Pedic,1825.48,63345,1157,0.0,11.0,20.0,49.0
2018-02-10,2,2018,6,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,22567.119999999995,1573255,13052,3792.0,83.0,277.0,854.0
2018-02-21,2,2018,8,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,13123.729999999996,651344,4616,0.0,49.0,58.0,309.0
2018-05-09,5,2018,19,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,579.3,23504,132,0.0,0.0,0.0,12.0
2018-05-01,4,2018,18,1,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,180.45,9201,42,0.0,0.0,1.0,5.0
2018-04-25,4,2018,17,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,149.68,6601,27,0.0,1.0,0.0,5.0
2018-02-18,2,2018,7,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,73289.87000000004,5678716,44908,1017.0,212.0,409.0,2884.0
2018-02-04,2,2018,5,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,21827.329999999998,1589907,10644,1498.0,71.0,185.0,628.0
2017-10-13,10,2017,41,4,2017,Facebook,Remarketing,,Tempur-Pedic,4599.8499999999985,236320,1735,0.0,14.0,24.0,173.0
2017-06-28,6,2017,26,2,2017,Facebook,Remarketing,,Tempur-Pedic,3789.85,113623,1372,0.0,20.0,22.0,78.0
2017-04-07,4,2017,14,4,2017,Facebook,Remarketing,,Tempur-Pedic,6435.96,276630,2844,0.0,25.0,36.0,173.0
2017-02-15,2,2017,7,2,2017,Facebook,Acquisition,,Tempur-Pedic,4281.499999999999,296825,2578,290.0,24.0,42.0,140.0
2017-07-31,7,2017,30,7,2017,Instagram,Remarketing,,Tempur-Pedic,104.01,1925,23,0.0,0.0,0.0,9.0
2017-08-23,8,2017,34,2,2017,Facebook,Acquisition,,Tempur-Pedic,44881.080000000016,2056108,10048,0.0,66.0,152.0,415.0
2017-07-03,7,2017,26,7,2017,Instagram,Remarketing,,Tempur-Pedic,367.40000000000003,7363,71,6.0,0.0,0.0,30.0
2017-07-16,7,2017,28,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,1512.6599999999999,72165,376,58.0,2.0,4.0,27.0
2018-05-26,5,2018,21,5,2018,Facebook,Branded Search,,Tempur-Pedic,590.4000000000001,25659,223,0.0,2.0,0.0,3.0
2017-07-24,7,2017,29,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,1523.52,71970,317,193.0,1.0,4.0,30.0
2018-01-21,1,2018,3,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,18502.260000000002,1344559,10260,1494.0,61.0,173.0,473.0
2017-10-19,10,2017,42,3,2017,Facebook,Remarketing,,Tempur-Pedic,8744.6,351401,2902,0.0,10.0,35.0,327.0
2018-02-15,2,2018,7,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,28675.149999999994,1116481,9595,247.0,56.0,112.0,703.0
2018-02-27,2,2018,9,1,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10518.890000000001,506439,3557,0.0,16.0,51.0,218.0
2018-05-23,5,2018,21,2,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,245.57,11380,89,0.0,0.0,2.0,6.0
2018-05-15,5,2018,20,1,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,60.059999999999995,2235,24,0.0,0.0,0.0,2.0
2018-03-07,3,2018,10,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,7281.14,376920,3184,0.0,24.0,40.0,205.0
2018-01-27,1,2018,4,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,17869.69999999999,1144251,9412,1972.0,51.0,130.0,709.0
2017-03-30,3,2017,13,3,2017,Facebook,Remarketing,,Tempur-Pedic,1405.96,30209,598,0.0,7.0,4.0,31.0
2017-10-05,10,2017,40,3,2017,Facebook,Remarketing,,Tempur-Pedic,5035.019999999999,230518,3083,0.0,13.0,21.0,159.0
2017-07-12,7,2017,28,2,2017,Facebook,Remarketing,,Tempur-Pedic,9107.89,216934,2302,0.0,22.0,38.0,157.0
2017-06-19,6,2017,24,7,2017,Instagram,Remarketing,,Tempur-Pedic,310.38,6341,41,0.0,0.0,0.0,13.0
2017-05-18,5,2017,20,3,2017,Instagram,Acquisition,,Tempur-Pedic,48241.23999999998,2012758,9839,1252.0,115.0,149.0,2145.0
2018-07-07,7,2018,27,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,29989.850000000002,2358717,12370,13470.0,70.0,137.0,1336.0
2018-01-24,1,2018,4,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10367.269999999999,467967,3456,473.0,19.0,39.0,332.0
2018-02-01,1,2018,5,3,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,12549.180000000004,614873,4126,511.0,18.0,56.0,293.0
2018-03-18,3,2018,11,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,59781.84999999999,4877274,33535,2368.0,186.0,299.0,1802.0
2017-04-12,4,2017,15,2,2017,Facebook,Acquisition,,Tempur-Pedic,9528.2,526140,3780,0.0,18.0,62.0,146.0
2017-07-26,7,2017,30,2,2017,Facebook,Acquisition,,Tempur-Pedic,13858.73,479512,2142,738.0,9.0,30.0,132.0
2017-06-26,6,2017,25,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,3.4300000000000006,119,0,,,,
2017-01-12,1,2017,2,3,2017,Facebook,Remarketing,,Tempur-Pedic,1651.6100000000001,33326,550,0.0,2.0,3.0,30.0
2017-09-02,9,2017,35,5,2017,Facebook,Acquisition,Engagement,Tempur-Pedic,405.03000000000003,10910,411,0.0,2.0,5.0,839.0
2017-06-05,6,2017,22,7,2017,Instagram,Remarketing,,Tempur-Pedic,3490.27,92729,425,0.0,3.0,0.0,138.0
2017-04-06,4,2017,14,3,2017,Facebook,Acquisition,,Tempur-Pedic,3156.78,195098,977,0.0,4.0,18.0,48.0
2017-08-01,7,2017,31,1,2017,Facebook,Acquisition,,Tempur-Pedic,13756.670000000004,540056,3122,297.0,12.0,51.0,249.0
2017-07-04,7,2017,27,1,2017,Facebook,Remarketing,,Tempur-Pedic,6862.92,196216,2315,0.0,17.0,35.0,129.0
2017-07-05,7,2017,27,2,2017,Instagram,Acquisition,,Tempur-Pedic,10141.429999999998,608171,2293,498.0,14.0,18.0,575.0
2017-06-01,5,2017,22,3,2017,Instagram,Acquisition,,Tempur-Pedic,51974.27999999999,2708872,11398,0.0,130.0,187.0,3119.0
2017-03-15,3,2017,11,2,2017,Facebook,Acquisition,,Tempur-Pedic,2187.8,73742,777,0.0,4.0,17.0,55.0
2017-03-23,3,2017,12,3,2017,Facebook,Acquisition,,Tempur-Pedic,1787.46,62707,1013,0.0,5.0,10.0,30.0
2017-10-02,10,2017,39,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,6307.919999999999,407888,2625,0.0,18.0,30.0,294.0
2017-10-10,10,2017,41,1,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,7143.140000000002,517542,4238,0.0,48.0,141.0,365.0
2018-02-07,2,2018,6,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,14523.379999999997,651867,4268,449.0,34.0,79.0,258.0
2018-03-04,3,2018,9,6,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,57107.14,3872917,22823,0.0,94.0,278.0,1556.0
2018-06-26,6,2018,26,1,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,2914.5599999999995,127040,1451,1233.0,7.0,13.0,140.0
2018-02-24,2,2018,8,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,20005.04,1432769,9360,0.0,34.0,124.0,707.0
2018-06-18,6,2018,24,7,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,8048.769999999999,371673,2939,729.0,6.0,23.0,155.0
2017-10-08,10,2017,40,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,19740.440000000002,1225892,10959,0.0,78.0,232.0,664.0
2017-11-02,11,2017,44,3,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,14.16,1139,11,0.0,0.0,0.0,1.0
2018-01-27,1,2018,4,5,2018,Facebook,Branded Search,,Tempur-Pedic,388.81,23897,2209,0.0,13.0,11.0,1810.0
2017-08-09,8,2017,32,2,2017,Facebook,Acquisition,,Tempur-Pedic,13561.569999999998,526666,2600,84.0,15.0,42.0,175.0
2017-06-21,6,2017,25,2,2017,Instagram,Acquisition,,Tempur-Pedic,1046.9499999999998,43837,150,0.0,0.0,0.0,35.0
2017-10-30,10,2017,43,7,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,23716.019999999997,1542087,7814,97.0,55.0,157.0,966.0
2017-10-22,10,2017,42,6,2017,Facebook,Acquisition,Acquisition,Tempur-Pedic,23033.75,1434178,13919,0.0,93.0,227.0,1142.0
2018-01-18,1,2018,3,3,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,152.65,5483,40,,,,2.0
2018-06-12,6,2018,24,1,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,1795.8700000000001,75224,706,400.0,5.0,8.0,59.0
2018-05-16,5,2018,20,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,10601.419999999998,471640,3915,4061.0,25.0,32.0,267.0
2018-02-06,2,2018,6,1,2018,Facebook,Branded Search,Remarketing,Tempur-Pedic,494.18,24789,178,0.0,2.0,2.0,8.0
2017-07-06,7,2017,27,3,2017,Instagram,Acquisition,,Tempur-Pedic,22736.999999999993,1166999,4433,862.0,37.0,46.0,948.0
2017-07-04,7,2017,27,1,2017,Facebook,Acquisition,,Tempur-Pedic,10255.550000000001,540414,2255,519.0,7.0,27.0,128.0
2018-02-04,2,2018,5,6,2018,Facebook,Branded Search,,Tempur-Pedic,612.18,52174,2711,0.0,25.0,25.0,2083.0
2017-07-05,7,2017,27,2,2017,Facebook,Remarketing,,Tempur-Pedic,8141.4800000000005,222799,2642,0.0,13.0,53.0,142.0
2017-03-09,3,2017,10,3,2017,Facebook,Remarketing,,Tempur-Pedic,2697.12,67774,950,0.0,0.0,5.0,45.0
2017-05-08,5,2017,18,7,2017,Instagram,Remarketing,,Tempur-Pedic,1831.28,80023,277,24.0,3.0,0.0,222.0
2017-08-24,8,2017,34,3,2017,Facebook,Branded Search,Engagement,Tempur-Pedic,395.0,23267,1582,0.0,14.0,27.0,906.0
2017-01-13,1,2017,2,4,2017,Facebook,Remarketing,,Tempur-Pedic,1574.5099999999998,36292,536,0.0,2.0,2.0,32.0
2017-03-14,3,2017,11,1,2017,Instagram,Remarketing,,Tempur-Pedic,112.71000000000001,3186,17,0.0,1.0,0.0,6.0
2017-12-12,12,2017,50,1,2017,Facebook,Acquisition,,Tempur-Pedic,2392.88,163213,642,0.0,8.0,32.0,83.0
2018-04-18,4,2018,16,2,2018,Facebook,Remarketing,Remarketing,Tempur-Pedic,9061.779999999997,334248,2733,1749.0,17.0,33.0,197.0
2017-04-11,4,2017,15,1,2017,Instagram,Remarketing,,Tempur-Pedic,1061.04,54689,168,0.0,0.0,0.0,101.0
2017-05-30,5,2017,22,1,2017,Instagram,Remarketing,,Tempur-Pedic,7707.149999999998,187645,966,0.0,4.0,0.0,256.0
2018-06-23,6,2018,25,5,2018,Facebook,Acquisition,Acquisition,Tempur-Pedic,3119.21,215498,2574,0.0,13.0,24.0,185.0
2017-08-11,8,2017,32,4,2017,Instagram,Acquisition,,Tempur-Pedic,3996.060000000001,189619,1283,0.0,6.0,26.0,129.0
